index,reason,DATETIME,ENTITY_DESCRIPTION_SHORT
35118,negative value in TIME_TO_PARADE_1=-135.0,2019-05-06 19:45:00,Flying Coaster
35120,negative value in TIME_TO_PARADE_1=-90.0,2022-04-22 19:00:00,Water Ride
35134,negative value in TIME_TO_PARADE_1=-150.0,2019-04-23 20:00:00,Flying Coaster
35139,negative value in TIME_TO_PARADE_1=-165.0,2018-11-10 19:45:00,Flying Coaster
35163,negative value in TIME_TO_PARADE_1=-195.0,2019-07-08 20:45:00,Flying Coaster
35185,negative value in TIME_TO_PARADE_1=-180.0,2022-04-02 20:30:00,Pirate Ship
35196,negative value in TIME_TO_PARADE_1=-195.0,2022-06-25 20:45:00,Pirate Ship
35198,negative value in TIME_TO_PARADE_1=-105.0,2019-01-01 18:45:00,Flying Coaster
35201,negative value in TIME_TO_PARADE_1=-150.0,2022-07-08 20:00:00,Water Ride
35206,negative value in TIME_TO_PARADE_1=-60.0,2022-05-17 18:30:00,Pirate Ship
35209,negative value in TIME_TO_PARADE_1=-75.0,2022-07-13 18:45:00,Water Ride
35212,negative value in TIME_TO_PARADE_1=-165.0,2022-08-13 20:15:00,Pirate Ship
35217,negative value in TIME_TO_PARADE_1=-15.0,2020-03-13 17:15:00,Flying Coaster
35224,negative value in TIME_TO_PARADE_1=-105.0,2022-05-12 19:15:00,Pirate Ship
35231,negative value in TIME_TO_PARADE_1=-45.0,2022-06-06 18:15:00,Pirate Ship
35264,negative value in TIME_TO_PARADE_1=-45.0,2019-04-29 18:15:00,Flying Coaster
35265,negative value in TIME_TO_PARADE_1=-75.0,2019-05-17 18:45:00,Flying Coaster
35266,negative value in TIME_TO_PARADE_1=-165.0,2022-04-30 20:15:00,Flying Coaster
35268,negative value in TIME_TO_PARADE_1=-60.0,2022-05-07 18:30:00,Water Ride
35278,negative value in TIME_TO_PARADE_1=-150.0,2019-06-23 20:00:00,Water Ride
35289,negative value in TIME_TO_PARADE_1=-195.0,2022-08-11 20:45:00,Pirate Ship
35297,negative value in TIME_TO_PARADE_1=-15.0,2019-04-14 17:45:00,Flying Coaster
35324,negative value in TIME_TO_PARADE_1=-135.0,2022-08-09 19:45:00,Water Ride
35328,negative value in TIME_TO_PARADE_1=-120.0,2022-07-21 19:30:00,Water Ride
35339,negative value in TIME_TO_PARADE_1=-150.0,2022-04-11 20:00:00,Pirate Ship
35342,negative value in TIME_TO_PARADE_1=-15.0,2019-05-16 17:45:00,Water Ride
35343,negative value in TIME_TO_PARADE_1=-30.0,2019-02-02 17:00:00,Flying Coaster
35344,negative value in TIME_TO_PARADE_1=-150.0,2019-08-01 20:00:00,Water Ride
35349,negative value in TIME_TO_PARADE_1=-150.0,2022-08-09 20:00:00,Flying Coaster
35353,negative value in TIME_TO_PARADE_1=-75.0,2018-10-14 18:45:00,Flying Coaster
35356,negative value in TIME_TO_PARADE_1=-135.0,2022-06-06 19:45:00,Pirate Ship
35357,negative value in TIME_TO_PARADE_1=-165.0,2019-08-08 20:15:00,Flying Coaster
35368,negative value in TIME_TO_PARADE_1=-90.0,2019-04-15 19:00:00,Flying Coaster
35371,negative value in TIME_TO_PARADE_1=-30.0,2022-06-12 18:00:00,Flying Coaster
35385,negative value in TIME_TO_PARADE_1=-60.0,2019-08-01 18:30:00,Flying Coaster
35390,negative value in TIME_TO_PARADE_1=-105.0,2019-05-09 19:15:00,Flying Coaster
35393,negative value in TIME_TO_PARADE_1=-45.0,2018-11-18 17:45:00,Flying Coaster
35397,negative value in TIME_TO_PARADE_1=-30.0,2018-10-19 18:00:00,Flying Coaster
35406,negative value in TIME_TO_PARADE_1=-135.0,2020-01-03 19:15:00,Water Ride
35409,negative value in TIME_TO_PARADE_1=-180.0,2018-11-10 20:00:00,Flying Coaster
35423,negative value in TIME_TO_PARADE_1=-45.0,2019-09-21 18:15:00,Water Ride
35425,negative value in TIME_TO_PARADE_1=-120.0,2019-08-12 19:30:00,Water Ride
35428,negative value in TIME_TO_PARADE_1=-135.0,2018-11-01 19:45:00,Pirate Ship
35435,negative value in TIME_TO_PARADE_1=-15.0,2022-08-03 17:45:00,Water Ride
35438,negative value in TIME_TO_PARADE_1=-15.0,2020-02-13 17:15:00,Pirate Ship
35461,negative value in TIME_TO_PARADE_1=-135.0,2019-08-07 19:45:00,Flying Coaster
35472,negative value in TIME_TO_PARADE_1=-45.0,2019-05-21 18:15:00,Flying Coaster
35476,negative value in TIME_TO_PARADE_1=-165.0,2022-06-02 20:15:00,Flying Coaster
35479,negative value in TIME_TO_PARADE_1=-60.0,2019-06-20 18:30:00,Water Ride
35492,negative value in TIME_TO_PARADE_1=-45.0,2022-05-29 18:15:00,Water Ride
35495,negative value in TIME_TO_PARADE_1=-165.0,2022-06-10 20:15:00,Pirate Ship
35500,negative value in TIME_TO_PARADE_1=-60.0,2022-04-20 18:30:00,Water Ride
35502,negative value in TIME_TO_PARADE_1=-135.0,2022-05-07 19:45:00,Flying Coaster
35514,negative value in TIME_TO_PARADE_1=-150.0,2019-07-09 20:00:00,Water Ride
35525,negative value in TIME_TO_PARADE_1=-60.0,2019-04-10 18:30:00,Water Ride
35548,negative value in TIME_TO_PARADE_1=-165.0,2019-08-14 20:15:00,Flying Coaster
35551,negative value in TIME_TO_PARADE_1=-195.0,2022-07-27 20:45:00,Flying Coaster
35562,negative value in TIME_TO_PARADE_1=-105.0,2018-12-07 18:45:00,Flying Coaster
35581,negative value in TIME_TO_PARADE_1=-45.0,2018-12-04 17:45:00,Flying Coaster
35582,negative value in TIME_TO_PARADE_1=-75.0,2022-05-12 18:45:00,Flying Coaster
35590,negative value in TIME_TO_PARADE_1=-120.0,2022-06-26 19:30:00,Flying Coaster
35595,negative value in TIME_TO_PARADE_1=-15.0,2018-10-10 17:45:00,Flying Coaster
35596,negative value in TIME_TO_PARADE_1=-105.0,2019-12-22 18:45:00,Water Ride
35637,negative value in TIME_TO_PARADE_1=-15.0,2019-09-19 17:45:00,Water Ride
35644,negative value in TIME_TO_PARADE_1=-405.0,2018-11-17 18:45:00,Water Ride
35649,negative value in TIME_TO_PARADE_1=-75.0,2019-04-05 18:45:00,Flying Coaster
35671,negative value in TIME_TO_PARADE_1=-45.0,2019-05-02 18:15:00,Water Ride
35682,negative value in TIME_TO_PARADE_1=-120.0,2019-05-31 19:30:00,Flying Coaster
35693,negative value in TIME_TO_PARADE_1=-180.0,2019-11-22 20:00:00,Water Ride
35707,negative value in TIME_TO_PARADE_1=-105.0,2019-04-26 19:15:00,Flying Coaster
35710,negative value in TIME_TO_PARADE_1=-15.0,2020-03-10 17:15:00,Pirate Ship
35720,negative value in TIME_TO_PARADE_1=-165.0,2019-05-06 20:15:00,Flying Coaster
35722,negative value in TIME_TO_PARADE_1=-45.0,2022-05-29 18:15:00,Flying Coaster
35724,negative value in TIME_TO_PARADE_1=-45.0,2019-09-13 18:15:00,Water Ride
35727,negative value in TIME_TO_PARADE_1=-105.0,2019-05-11 19:15:00,Flying Coaster
35730,negative value in TIME_TO_PARADE_1=-45.0,2019-07-11 18:15:00,Water Ride
35743,negative value in TIME_TO_PARADE_1=-135.0,2018-12-29 19:15:00,Flying Coaster
35757,negative value in TIME_TO_PARADE_1=-75.0,2019-09-10 18:45:00,Flying Coaster
35759,negative value in TIME_TO_PARADE_1=-45.0,2019-09-15 18:15:00,Water Ride
35769,negative value in TIME_TO_PARADE_1=-150.0,2019-10-24 20:00:00,Flying Coaster
35797,negative value in TIME_TO_PARADE_1=-90.0,2020-01-01 18:30:00,Flying Coaster
35802,negative value in TIME_TO_PARADE_1=-75.0,2019-04-12 18:45:00,Water Ride
35809,negative value in TIME_TO_PARADE_1=-15.0,2018-10-03 17:45:00,Pirate Ship
35817,negative value in TIME_TO_PARADE_1=-135.0,2022-06-25 19:45:00,Flying Coaster
35821,negative value in TIME_TO_PARADE_1=-105.0,2022-08-12 19:15:00,Pirate Ship
35824,negative value in TIME_TO_PARADE_1=-30.0,2019-05-16 18:00:00,Flying Coaster
35832,negative value in TIME_TO_PARADE_1=-135.0,2022-04-24 19:45:00,Water Ride
35833,negative value in TIME_TO_PARADE_1=-30.0,2019-10-23 18:00:00,Flying Coaster
35851,negative value in TIME_TO_PARADE_1=-120.0,2018-12-18 19:00:00,Flying Coaster
35853,negative value in TIME_TO_PARADE_1=-75.0,2019-07-06 18:45:00,Flying Coaster
35857,negative value in TIME_TO_PARADE_1=-75.0,2022-06-29 18:45:00,Pirate Ship
35862,negative value in TIME_TO_PARADE_1=-180.0,2022-06-29 20:30:00,Pirate Ship
35867,negative value in TIME_TO_PARADE_1=-15.0,2018-10-29 17:45:00,Pirate Ship
35872,negative value in TIME_TO_PARADE_1=-210.0,2019-11-29 20:30:00,Flying Coaster
35877,negative value in TIME_TO_PARADE_1=-15.0,2022-06-12 17:45:00,Water Ride
35885,negative value in TIME_TO_PARADE_1=-75.0,2019-06-03 18:45:00,Water Ride
35891,negative value in TIME_TO_PARADE_1=-90.0,2022-05-11 19:00:00,Flying Coaster
35892,negative value in TIME_TO_PARADE_1=-75.0,2019-08-23 18:45:00,Water Ride
35904,negative value in TIME_TO_PARADE_1=-180.0,2022-07-08 20:30:00,Flying Coaster
35931,negative value in TIME_TO_PARADE_1=-30.0,2019-08-23 18:00:00,Flying Coaster
35956,negative value in TIME_TO_PARADE_1=-195.0,2019-12-06 20:15:00,Flying Coaster
35958,negative value in TIME_TO_PARADE_1=-120.0,2022-07-08 19:30:00,Flying Coaster
35960,negative value in TIME_TO_PARADE_1=-30.0,2019-10-19 18:00:00,Flying Coaster
35962,negative value in TIME_TO_PARADE_1=-15.0,2022-04-10 17:45:00,Pirate Ship
35964,negative value in TIME_TO_PARADE_1=-45.0,2018-12-08 17:45:00,Water Ride
35966,negative value in TIME_TO_PARADE_1=-30.0,2019-04-14 18:00:00,Water Ride
35979,negative value in TIME_TO_PARADE_1=-60.0,2019-05-16 18:30:00,Water Ride
35983,negative value in TIME_TO_PARADE_1=-195.0,2022-04-14 20:45:00,Flying Coaster
35985,negative value in TIME_TO_PARADE_1=-135.0,2022-05-20 19:45:00,Flying Coaster
36010,negative value in TIME_TO_PARADE_1=-165.0,2022-06-29 20:15:00,Pirate Ship
36012,negative value in TIME_TO_PARADE_1=-30.0,2019-10-31 17:00:00,Water Ride
36028,negative value in TIME_TO_PARADE_1=-150.0,2019-06-20 20:00:00,Water Ride
36033,negative value in TIME_TO_PARADE_1=-75.0,2019-08-01 18:45:00,Water Ride
36041,negative value in TIME_TO_PARADE_1=-180.0,2022-05-26 20:30:00,Pirate Ship
36050,negative value in TIME_TO_PARADE_1=-180.0,2019-12-26 20:00:00,Flying Coaster
36061,negative value in TIME_TO_PARADE_1=-60.0,2019-07-29 18:30:00,Water Ride
36071,negative value in TIME_TO_PARADE_1=-135.0,2018-12-18 19:15:00,Flying Coaster
36073,negative value in TIME_TO_PARADE_1=-15.0,2018-11-18 17:15:00,Flying Coaster
36076,negative value in TIME_TO_PARADE_1=-30.0,2019-04-18 18:00:00,Flying Coaster
36078,negative value in TIME_TO_PARADE_1=-120.0,2019-09-20 19:30:00,Flying Coaster
36083,negative value in TIME_TO_PARADE_1=-165.0,2019-08-19 20:15:00,Flying Coaster
36088,negative value in TIME_TO_PARADE_1=-120.0,2019-04-10 19:30:00,Flying Coaster
36104,negative value in TIME_TO_PARADE_1=-75.0,2019-05-18 18:45:00,Flying Coaster
36121,negative value in TIME_TO_PARADE_1=-105.0,2022-05-11 19:15:00,Water Ride
36126,negative value in TIME_TO_PARADE_1=-150.0,2018-12-07 19:30:00,Water Ride
36129,negative value in TIME_TO_PARADE_1=-75.0,2019-09-11 18:45:00,Flying Coaster
36140,negative value in TIME_TO_PARADE_1=-165.0,2022-07-26 20:15:00,Pirate Ship
36141,negative value in TIME_TO_PARADE_1=-60.0,2022-08-03 18:30:00,Pirate Ship
36145,negative value in TIME_TO_PARADE_1=-45.0,2022-06-12 18:15:00,Flying Coaster
36148,negative value in TIME_TO_PARADE_1=-15.0,2019-08-19 17:45:00,Flying Coaster
36151,negative value in TIME_TO_PARADE_1=-90.0,2022-05-29 19:00:00,Flying Coaster
36159,negative value in TIME_TO_PARADE_1=-120.0,2022-04-26 19:30:00,Flying Coaster
36160,negative value in TIME_TO_PARADE_1=-60.0,2019-07-25 18:30:00,Flying Coaster
36164,negative value in TIME_TO_PARADE_1=-60.0,2018-10-07 18:30:00,Flying Coaster
36168,negative value in TIME_TO_PARADE_1=-75.0,2018-12-25 18:15:00,Water Ride
36170,negative value in TIME_TO_PARADE_1=-15.0,2019-02-04 16:45:00,Flying Coaster
36212,negative value in TIME_TO_PARADE_1=-15.0,2022-07-05 17:45:00,Pirate Ship
36215,negative value in TIME_TO_PARADE_1=-165.0,2019-09-13 20:15:00,Flying Coaster
36218,negative value in TIME_TO_PARADE_1=-90.0,2022-07-04 19:00:00,Pirate Ship
36223,negative value in TIME_TO_PARADE_1=-120.0,2022-06-23 19:30:00,Water Ride
36226,negative value in TIME_TO_PARADE_1=-105.0,2022-08-11 19:15:00,Water Ride
36236,negative value in TIME_TO_PARADE_1=-105.0,2022-05-20 19:15:00,Water Ride
36237,negative value in TIME_TO_PARADE_1=-30.0,2019-06-05 18:00:00,Water Ride
36250,negative value in TIME_TO_PARADE_1=-45.0,2020-03-12 17:45:00,Pirate Ship
36253,negative value in TIME_TO_PARADE_1=-195.0,2019-07-26 20:45:00,Flying Coaster
36270,negative value in TIME_TO_PARADE_1=-180.0,2022-08-13 20:30:00,Pirate Ship
36283,negative value in TIME_TO_PARADE_1=-75.0,2019-06-22 18:45:00,Water Ride
36288,negative value in TIME_TO_PARADE_1=-90.0,2019-10-27 19:00:00,Water Ride
36304,negative value in TIME_TO_PARADE_1=-15.0,2019-11-10 17:15:00,Flying Coaster
36306,negative value in TIME_TO_PARADE_1=-180.0,2022-04-03 20:30:00,Flying Coaster
36313,negative value in TIME_TO_PARADE_1=-105.0,2019-10-23 19:15:00,Flying Coaster
36317,negative value in TIME_TO_PARADE_1=-105.0,2022-06-25 19:15:00,Flying Coaster
36320,negative value in TIME_TO_PARADE_1=-120.0,2019-11-29 19:00:00,Water Ride
36331,negative value in TIME_TO_PARADE_1=-15.0,2018-10-01 17:45:00,Flying Coaster
36348,negative value in TIME_TO_PARADE_1=-15.0,2022-04-06 17:45:00,Water Ride
36360,negative value in TIME_TO_PARADE_1=-30.0,2022-05-07 18:00:00,Flying Coaster
36361,negative value in TIME_TO_PARADE_1=-180.0,2022-04-21 20:30:00,Flying Coaster
36362,negative value in TIME_TO_PARADE_1=-120.0,2019-04-18 19:30:00,Flying Coaster
36364,negative value in TIME_TO_PARADE_1=-30.0,2020-03-01 17:30:00,Flying Coaster
36375,negative value in TIME_TO_PARADE_1=-15.0,2019-10-31 16:45:00,Water Ride
36378,negative value in TIME_TO_PARADE_1=-150.0,2022-06-02 20:00:00,Water Ride
36379,negative value in TIME_TO_PARADE_1=-150.0,2019-10-29 20:00:00,Flying Coaster
36383,negative value in TIME_TO_PARADE_1=-15.0,2022-05-26 17:45:00,Flying Coaster
36387,negative value in TIME_TO_PARADE_1=-30.0,2019-03-19 18:00:00,Flying Coaster
36388,negative value in TIME_TO_PARADE_1=-150.0,2019-08-09 20:00:00,Water Ride
36398,negative value in TIME_TO_PARADE_1=-45.0,2019-07-26 18:15:00,Flying Coaster
36408,negative value in TIME_TO_PARADE_1=-30.0,2022-04-23 18:00:00,Water Ride
36411,negative value in TIME_TO_PARADE_1=-30.0,2019-12-20 17:30:00,Water Ride
36437,negative value in TIME_TO_PARADE_1=-180.0,2022-06-12 20:30:00,Flying Coaster
36438,negative value in TIME_TO_PARADE_1=-60.0,2018-12-23 18:00:00,Water Ride
36455,negative value in TIME_TO_PARADE_1=-180.0,2018-12-20 19:00:00,Flying Coaster
36461,negative value in TIME_TO_PARADE_1=-45.0,2019-12-26 17:45:00,Water Ride
36469,negative value in TIME_TO_PARADE_1=-135.0,2022-05-25 19:45:00,Pirate Ship
36476,negative value in TIME_TO_PARADE_1=-90.0,2022-06-03 19:00:00,Water Ride
36485,negative value in TIME_TO_PARADE_1=-105.0,2019-04-23 19:15:00,Flying Coaster
36486,negative value in TIME_TO_PARADE_1=-180.0,2022-07-22 20:30:00,Pirate Ship
36494,negative value in TIME_TO_PARADE_1=-180.0,2018-11-16 20:00:00,Flying Coaster
36496,negative value in TIME_TO_PARADE_1=-165.0,2019-05-08 20:15:00,Flying Coaster
36507,negative value in TIME_TO_PARADE_1=-150.0,2022-04-26 20:00:00,Water Ride
36533,negative value in TIME_TO_PARADE_1=-90.0,2019-10-29 19:00:00,Water Ride
36535,negative value in TIME_TO_PARADE_1=-105.0,2022-06-23 19:15:00,Flying Coaster
36539,negative value in TIME_TO_PARADE_1=-90.0,2022-08-03 19:00:00,Pirate Ship
36540,negative value in TIME_TO_PARADE_1=-165.0,2022-04-30 20:15:00,Pirate Ship
36543,negative value in TIME_TO_PARADE_1=-90.0,2022-04-10 19:00:00,Pirate Ship
36546,negative value in TIME_TO_PARADE_1=-150.0,2022-06-03 20:00:00,Water Ride
36547,negative value in TIME_TO_PARADE_1=-45.0,2018-10-05 18:15:00,Pirate Ship
36564,negative value in TIME_TO_PARADE_1=-180.0,2019-12-18 19:00:00,Flying Coaster
36567,negative value in TIME_TO_PARADE_1=-75.0,2020-02-15 18:15:00,Flying Coaster
36569,negative value in TIME_TO_PARADE_1=-135.0,2020-01-01 19:15:00,Flying Coaster
36571,negative value in TIME_TO_PARADE_1=-75.0,2018-12-23 18:15:00,Flying Coaster
36577,negative value in TIME_TO_PARADE_1=-45.0,2022-06-23 18:15:00,Water Ride
36596,negative value in TIME_TO_PARADE_1=-60.0,2022-07-05 18:30:00,Water Ride
36597,negative value in TIME_TO_PARADE_1=-150.0,2022-05-07 20:00:00,Water Ride
36607,negative value in TIME_TO_PARADE_1=-30.0,2020-02-17 17:30:00,Pirate Ship
36615,negative value in TIME_TO_PARADE_1=-135.0,2022-05-19 19:45:00,Pirate Ship
36616,negative value in TIME_TO_PARADE_1=-195.0,2022-05-03 20:45:00,Pirate Ship
36630,negative value in TIME_TO_PARADE_1=-105.0,2019-05-08 19:15:00,Water Ride
36632,negative value in TIME_TO_PARADE_1=-45.0,2020-03-12 17:45:00,Flying Coaster
36649,negative value in TIME_TO_PARADE_1=-90.0,2019-06-09 19:00:00,Water Ride
36671,negative value in TIME_TO_PARADE_1=-75.0,2019-07-01 18:45:00,Water Ride
36681,negative value in TIME_TO_PARADE_1=-15.0,2019-10-01 17:45:00,Flying Coaster
36692,negative value in TIME_TO_PARADE_1=-30.0,2019-03-25 18:00:00,Flying Coaster
36694,negative value in TIME_TO_PARADE_1=-60.0,2022-05-27 18:30:00,Flying Coaster
36701,negative value in TIME_TO_PARADE_1=-180.0,2018-12-29 20:00:00,Flying Coaster
36704,negative value in TIME_TO_PARADE_1=-105.0,2022-07-18 19:15:00,Pirate Ship
36721,negative value in TIME_TO_PARADE_1=-135.0,2022-04-15 19:45:00,Water Ride
36736,negative value in TIME_TO_PARADE_1=-75.0,2019-08-30 18:45:00,Flying Coaster
36747,negative value in TIME_TO_PARADE_1=-135.0,2019-05-22 19:45:00,Flying Coaster
36748,negative value in TIME_TO_PARADE_1=-90.0,2022-05-23 19:00:00,Flying Coaster
36750,negative value in TIME_TO_PARADE_1=-135.0,2020-01-10 18:45:00,Pirate Ship
36755,negative value in TIME_TO_PARADE_1=-150.0,2022-05-15 20:00:00,Water Ride
36767,negative value in TIME_TO_PARADE_1=-120.0,2018-11-16 19:00:00,Water Ride
36779,negative value in TIME_TO_PARADE_1=-45.0,2019-10-27 18:15:00,Water Ride
36784,negative value in TIME_TO_PARADE_1=-45.0,2018-10-12 18:15:00,Flying Coaster
36790,negative value in TIME_TO_PARADE_1=-135.0,2019-07-14 19:45:00,Flying Coaster
36795,negative value in TIME_TO_PARADE_1=-90.0,2022-07-18 19:00:00,Pirate Ship
36804,negative value in TIME_TO_PARADE_1=-45.0,2019-03-11 17:45:00,Flying Coaster
36807,negative value in TIME_TO_PARADE_1=-60.0,2018-12-12 18:00:00,Flying Coaster
36815,negative value in TIME_TO_PARADE_1=-60.0,2020-02-15 18:00:00,Water Ride
36816,negative value in TIME_TO_PARADE_1=-120.0,2022-06-26 19:30:00,Water Ride
36820,negative value in TIME_TO_PARADE_1=-120.0,2022-07-10 19:30:00,Pirate Ship
36822,negative value in TIME_TO_PARADE_1=-15.0,2022-04-27 17:45:00,Water Ride
36855,negative value in TIME_TO_PARADE_1=-135.0,2022-06-02 19:45:00,Pirate Ship
36871,negative value in TIME_TO_PARADE_1=-195.0,2019-05-30 20:45:00,Flying Coaster
36887,negative value in TIME_TO_PARADE_1=-90.0,2019-07-26 19:00:00,Water Ride
36896,negative value in TIME_TO_PARADE_1=-150.0,2022-05-08 20:00:00,Pirate Ship
36898,negative value in TIME_TO_PARADE_1=-15.0,2019-06-15 17:45:00,Water Ride
36900,negative value in TIME_TO_PARADE_1=-105.0,2022-05-30 19:15:00,Water Ride
36905,negative value in TIME_TO_PARADE_1=-105.0,2018-10-24 19:15:00,Pirate Ship
36907,negative value in TIME_TO_PARADE_1=-150.0,2019-08-13 20:00:00,Flying Coaster
36917,negative value in TIME_TO_PARADE_1=-255.0,2019-10-26 20:45:00,Water Ride
36920,negative value in TIME_TO_PARADE_1=-30.0,2022-06-06 18:00:00,Water Ride
36924,negative value in TIME_TO_PARADE_1=-120.0,2019-07-26 19:30:00,Flying Coaster
36925,negative value in TIME_TO_PARADE_1=-150.0,2019-05-03 20:00:00,Flying Coaster
36927,negative value in TIME_TO_PARADE_1=-165.0,2022-06-27 20:15:00,Pirate Ship
36934,negative value in TIME_TO_PARADE_1=-120.0,2022-05-08 19:30:00,Water Ride
36954,negative value in TIME_TO_PARADE_1=-105.0,2022-04-22 19:15:00,Water Ride
36957,negative value in TIME_TO_PARADE_1=-45.0,2022-05-11 18:15:00,Flying Coaster
36961,negative value in TIME_TO_PARADE_1=-165.0,2020-01-10 19:15:00,Pirate Ship
36968,negative value in TIME_TO_PARADE_1=-165.0,2019-08-13 20:15:00,Water Ride
36978,negative value in TIME_TO_PARADE_1=-45.0,2019-08-08 18:15:00,Flying Coaster
36990,negative value in TIME_TO_PARADE_1=-60.0,2020-02-21 18:00:00,Flying Coaster
36991,negative value in TIME_TO_PARADE_1=-90.0,2022-04-24 19:00:00,Pirate Ship
37003,negative value in TIME_TO_PARADE_1=-195.0,2020-01-02 20:15:00,Pirate Ship
37006,negative value in TIME_TO_PARADE_1=-75.0,2020-02-02 17:45:00,Flying Coaster
37009,negative value in TIME_TO_PARADE_1=-60.0,2019-05-02 18:30:00,Water Ride
37015,negative value in TIME_TO_PARADE_1=-165.0,2018-12-27 19:45:00,Flying Coaster
37,negative value in TIME_TO_PARADE_2=-350.0,2018-10-14 18:00:00,Pirate Ship
39,negative value in TIME_TO_PARADE_2=-185.0,2018-10-13 15:15:00,Pirate Ship
45,negative value in TIME_TO_PARADE_2=-40.0,2018-11-13 12:30:00,Water Ride
55,negative value in TIME_TO_PARADE_2=-50.0,2018-10-05 13:00:00,Pirate Ship
57,negative value in TIME_TO_PARADE_2=-325.0,2018-12-29 17:15:00,Water Ride
70,negative value in TIME_TO_PARADE_2=-75.0,2020-01-01 13:15:00,Water Ride
73,negative value in TIME_TO_PARADE_2=-375.0,2019-10-29 18:45:00,Flying Coaster
78,negative value in TIME_TO_PARADE_2=-195.0,2020-01-01 15:15:00,Flying Coaster
82,negative value in TIME_TO_PARADE_2=-215.0,2018-10-18 15:45:00,Flying Coaster
95,negative value in TIME_TO_PARADE_2=-25.0,2018-12-03 12:15:00,Flying Coaster
102,negative value in TIME_TO_PARADE_2=-275.0,2018-11-02 16:45:00,Flying Coaster
